instance_id,db,n_gold,n_pred,n_tables_db,hit,recall,precision,strict,anchor_hit,n_bridge,bridge_recovered,max_gold_rank,ms,missed
q_327,scholar,4,8,10,4,1.000,0.500,1,0,2,2,7,4.2,
q_328,scholar,4,8,10,4,1.000,0.500,1,0,2,2,7,4.0,
q_329,scholar,4,8,10,4,1.000,0.500,1,0,2,2,7,4.0,
q_330,scholar,4,8,10,4,1.000,0.500,1,0,1,1,6,4.2,
q_331,scholar,4,8,10,4,1.000,0.500,1,0,1,1,6,4.1,
q_332,scholar,4,8,10,4,1.000,0.500,1,0,1,1,6,4.1,
q_333,scholar,4,8,10,4,1.000,0.500,1,0,1,1,6,4.1,
q_334,scholar,4,8,10,4,1.000,0.500,1,0,2,2,6,3.6,
q_335,scholar,4,8,10,4,1.000,0.500,1,0,1,1,6,4.0,
q_336,scholar,4,8,10,4,1.000,0.500,1,0,1,1,6,4.1,
q_337,scholar,3,8,10,3,1.000,0.375,1,0,2,2,8,3.6,
q_338,scholar,3,8,10,3,1.000,0.375,1,0,2,2,8,3.5,
q_339,scholar,3,8,10,3,1.000,0.375,1,0,2,2,8,3.6,
q_340,scholar,3,8,10,3,1.000,0.375,1,1,0,0,4,3.9,
q_341,scholar,3,8,10,3,1.000,0.375,1,0,2,2,8,3.6,
q_342,scholar,3,8,10,3,1.000,0.375,1,0,2,2,8,3.7,
q_343,scholar,4,8,10,4,1.000,0.500,1,0,3,3,8,3.7,
q_344,scholar,4,8,10,3,0.750,0.375,0,0,3,2,9,4.0,venue
q_345,scholar,4,8,10,4,1.000,0.500,1,0,3,3,8,4.0,
q_346,scholar,4,8,10,4,1.000,0.500,1,0,3,3,8,3.8,
q_347,scholar,4,0,10,0,0.000,0.000,0,0,4,0,,0.3,author;paper;venue;writes
q_348,scholar,4,0,10,0,0.000,0.000,0,0,4,0,,0.3,author;paper;venue;writes
q_349,scholar,4,8,10,4,1.000,0.500,1,0,3,3,8,3.9,
q_350,scholar,4,8,10,4,1.000,0.500,1,0,3,3,8,3.7,
q_351,scholar,4,8,10,4,1.000,0.500,1,0,1,1,7,3.7,
q_352,scholar,4,8,10,3,0.750,0.375,0,0,2,1,9,4.6,keyphrase
q_353,scholar,4,0,10,0,0.000,0.000,0,0,4,0,,0.3,keyphrase;paper;paperkeyphrase;venue
q_354,scholar,4,0,10,0,0.000,0.000,0,0,4,0,,0.4,keyphrase;paper;paperkeyphrase;venue
q_355,scholar,4,0,10,0,0.000,0.000,0,0,4,0,,0.3,keyphrase;paper;paperkeyphrase;venue
q_356,scholar,4,0,10,0,0.000,0.000,0,0,4,0,,0.3,keyphrase;paper;paperkeyphrase;venue
q_357,scholar,4,0,10,0,0.000,0.000,0,0,4,0,,0.3,keyphrase;paper;paperkeyphrase;venue
q_358,scholar,4,0,10,0,0.000,0.000,0,0,4,0,,0.3,keyphrase;paper;paperkeyphrase;venue
q_359,scholar,4,0,10,0,0.000,0.000,0,0,4,0,,0.3,keyphrase;paper;paperkeyphrase;venue
q_360,scholar,4,8,10,4,1.000,0.500,1,0,2,2,8,4.0,
q_361,scholar,4,8,10,4,1.000,0.500,1,0,1,1,5,4.6,
q_362,scholar,4,8,10,4,1.000,0.500,1,0,1,1,5,4.0,
q_363,scholar,5,8,10,5,1.000,0.625,1,0,3,3,7,3.9,
q_364,scholar,5,8,10,5,1.000,0.625,1,0,3,3,7,3.4,
q_365,scholar,5,8,10,5,1.000,0.625,1,0,3,3,7,3.5,
q_366,scholar,5,8,10,5,1.000,0.625,1,0,3,3,7,3.6,
q_367,scholar,3,8,10,3,1.000,0.375,1,1,0,0,4,3.9,
q_368,scholar,3,8,10,3,1.000,0.375,1,1,0,0,4,3.8,
q_369,scholar,4,8,10,4,1.000,0.500,1,0,3,3,7,4.1,
q_370,scholar,4,0,10,0,0.000,0.000,0,0,4,0,,0.3,author;keyphrase;paperkeyphrase;writes
q_371,scholar,4,8,10,4,1.000,0.500,1,0,2,2,8,3.8,
q_372,scholar,4,0,10,0,0.000,0.000,0,0,4,0,,0.3,author;keyphrase;paperkeyphrase;writes
q_373,scholar,4,0,10,0,0.000,0.000,0,0,4,0,,0.3,author;keyphrase;paperkeyphrase;writes
q_374,scholar,4,8,10,4,1.000,0.500,1,0,3,3,7,3.8,
q_375,scholar,3,8,10,3,1.000,0.375,1,0,1,1,6,4.4,
q_376,scholar,3,8,10,3,1.000,0.375,1,0,1,1,6,3.7,
q_377,scholar,2,8,10,2,1.000,0.250,1,0,2,2,6,3.7,
q_378,scholar,5,8,10,5,1.000,0.625,1,0,2,2,8,3.9,
q_379,scholar,5,0,10,0,0.000,0.000,0,0,5,0,,0.3,author;keyphrase;paper;paperkeyphrase;writes
q_380,scholar,3,8,10,3,1.000,0.375,1,0,1,1,6,4.0,
q_381,scholar,6,8,10,5,0.833,0.625,0,0,3,2,10,3.9,dataset
q_382,scholar,6,8,10,5,0.833,0.625,0,0,3,2,10,3.9,dataset
q_383,scholar,6,8,10,5,0.833,0.625,0,0,3,2,10,3.8,dataset
q_384,scholar,6,8,10,5,0.833,0.625,0,0,3,2,10,3.8,dataset
q_385,scholar,6,8,10,5,0.833,0.625,0,0,3,2,10,3.9,dataset
q_386,scholar,4,8,10,4,1.000,0.500,1,0,1,1,8,4.2,
q_387,scholar,4,8,10,4,1.000,0.500,1,0,3,3,8,3.7,
q_388,scholar,4,8,10,4,1.000,0.500,1,0,3,3,8,3.9,
q_389,scholar,4,8,10,4,1.000,0.500,1,0,3,3,8,4.6,
q_390,scholar,4,8,10,3,0.750,0.375,0,0,2,1,10,4.8,dataset
q_391,scholar,3,8,10,3,1.000,0.375,1,0,2,2,8,5.2,
q_392,scholar,3,8,10,3,1.000,0.375,1,0,2,2,8,4.5,
q_393,scholar,3,8,10,3,1.000,0.375,1,1,0,0,4,4.0,
q_394,scholar,3,0,10,0,0.000,0.000,0,0,3,0,,0.2,paper;venue;writes
q_395,scholar,3,8,10,3,1.000,0.375,1,0,2,2,6,4.5,
q_396,scholar,3,8,10,3,1.000,0.375,1,0,2,2,6,4.3,
q_397,scholar,4,0,10,0,0.000,0.000,0,0,4,0,,0.3,cite;keyphrase;paper;paperkeyphrase
q_398,scholar,5,8,10,5,1.000,0.625,1,0,1,1,5,4.4,
q_399,scholar,5,0,10,0,0.000,0.000,0,0,5,0,,0.4,author;keyphrase;paper;paperkeyphrase;writes
q_400,scholar,5,0,10,0,0.000,0.000,0,0,5,0,,0.3,author;keyphrase;paper;paperkeyphrase;writes
q_401,scholar,5,8,10,5,1.000,0.625,1,0,3,3,7,3.8,
q_402,scholar,5,8,10,5,1.000,0.625,1,0,3,3,7,4.0,
q_403,scholar,3,8,10,3,1.000,0.375,1,0,1,1,8,4.4,
q_404,scholar,4,6,10,3,0.750,0.500,0,0,3,2,7,4.1,author
q_405,scholar,4,8,10,2,0.500,0.250,0,0,2,0,10,4.3,dataset;paperdataset
q_406,scholar,6,8,10,6,1.000,0.750,1,0,4,4,8,3.9,
q_407,scholar,5,8,10,5,1.000,0.625,1,0,3,3,8,4.1,
q_408,scholar,4,0,10,0,0.000,0.000,0,0,4,0,,0.4,keyphrase;paper;paperkeyphrase;writes
q_409,scholar,4,8,10,3,0.750,0.375,0,0,1,0,9,3.9,venue
q_410,scholar,4,8,10,3,0.750,0.375,0,0,2,1,10,3.8,dataset
q_411,scholar,4,8,10,3,0.750,0.375,0,0,2,1,10,3.7,dataset
q_412,scholar,5,8,10,5,1.000,0.625,1,0,3,3,8,4.2,
q_413,scholar,4,8,10,2,0.500,0.250,0,0,2,0,10,4.0,dataset;paperdataset
q_414,scholar,3,8,10,3,1.000,0.375,1,0,1,1,8,3.9,
q_415,scholar,4,8,10,4,1.000,0.500,1,0,1,1,8,3.7,
q_416,scholar,3,8,10,3,1.000,0.375,1,0,2,2,6,3.9,
q_417,scholar,3,8,10,3,1.000,0.375,1,0,1,1,7,4.6,
q_418,scholar,6,8,10,5,0.833,0.625,0,0,3,2,10,4.0,keyphrase
q_419,scholar,4,8,10,3,0.750,0.375,0,0,1,0,9,3.8,venue
q_420,scholar,4,8,10,4,1.000,0.500,1,0,2,2,8,4.2,
q_421,scholar,4,8,10,4,1.000,0.500,1,0,3,3,8,3.8,
q_422,scholar,3,8,10,3,1.000,0.375,1,0,2,2,7,3.9,
q_423,scholar,3,8,10,3,1.000,0.375,1,0,1,1,7,4.0,
q_424,scholar,3,8,10,3,1.000,0.375,1,0,1,1,8,4.2,
q_425,scholar,5,8,10,4,0.800,0.500,0,0,2,1,10,4.1,keyphrase
q_426,yelp,4,7,7,4,1.000,0.571,1,0,1,1,6,7.4,
q_427,yelp,3,7,7,3,1.000,0.429,1,0,1,1,6,6.5,
q_428,yelp,3,7,7,3,1.000,0.429,1,0,1,1,3,5.4,
q_429,yelp,3,7,7,3,1.000,0.429,1,0,1,1,3,8.6,
q_430,yelp,4,7,7,4,1.000,0.571,1,0,1,1,5,5.6,
q_431,yelp,4,0,7,0,0.000,0.000,0,0,4,0,,0.3,business;category;review;user
q_432,yelp,4,7,7,4,1.000,0.571,1,0,1,1,5,5.5,
q_433,yelp,4,0,7,0,0.000,0.000,0,0,4,0,,0.2,business;category;review;user
q_434,yelp,4,0,7,0,0.000,0.000,0,0,4,0,,0.3,business;category;review;user
q_435,yelp,2,0,7,0,0.000,0.000,0,0,2,0,,0.3,business;category
q_436,yelp,2,0,7,0,0.000,0.000,0,0,2,0,,0.3,business;category
q_437,yelp,2,0,7,0,0.000,0.000,0,0,2,0,,0.3,business;category
q_438,yelp,3,7,7,3,1.000,0.429,1,0,1,1,3,4.9,
q_439,yelp,4,7,7,4,1.000,0.571,1,0,1,1,5,5.7,
q_440,yelp,3,6,7,3,1.000,0.500,1,0,1,1,5,5.3,
q_441,yelp,3,6,7,3,1.000,0.500,1,0,1,1,5,5.8,
q_442,yelp,3,2,7,2,0.667,1.000,0,0,1,0,5,5.0,category
q_443,yelp,3,7,7,3,1.000,0.429,1,0,1,1,5,5.6,
q_444,yelp,4,0,7,0,0.000,0.000,0,0,4,0,,0.4,business;category;review;user
q_445,yelp,3,0,7,0,0.000,0.000,0,0,3,0,,0.4,business;category;neighbourhood
q_446,yelp,3,2,7,2,0.667,1.000,0,0,1,0,5,5.0,category
q_447,yelp,4,7,7,4,1.000,0.571,1,0,1,1,5,5.9,
q_448,yelp,4,0,7,0,0.000,0.000,0,0,4,0,,0.4,business;category;review;user
q_449,yelp,2,0,7,0,0.000,0.000,0,0,2,0,,0.4,business;category
q_450,yelp,2,7,7,2,1.000,0.286,1,0,1,1,6,5.2,
q_451,yelp,2,0,7,0,0.000,0.000,0,0,2,0,,0.4,business;category
q_452,yelp,3,7,7,3,1.000,0.429,1,0,1,1,3,5.3,
q_453,yelp,2,0,7,0,0.000,0.000,0,0,2,0,,0.3,business;category
q_454,academic,6,8,15,3,0.500,0.375,0,0,3,0,15,7.1,author;organization;writes
q_455,academic,5,8,15,3,0.600,0.375,0,0,2,0,14,6.1,author;writes
q_456,academic,5,8,15,5,1.000,0.625,1,0,3,3,8,6.0,
q_457,academic,5,8,15,2,0.400,0.250,0,0,3,0,15,5.6,author;organization;writes
q_458,academic,5,0,15,0,0.000,0.000,0,0,5,0,,0.4,author;journal;organization;publication;writes
q_459,academic,5,0,15,0,0.000,0.000,0,0,5,0,,0.4,author;journal;organization;publication;writes
q_460,academic,4,3,15,2,0.500,0.667,0,0,3,1,11,5.1,author;writes
q_461,academic,4,8,15,2,0.500,0.250,0,0,2,0,11,5.4,author;writes
q_462,academic,5,8,15,3,0.600,0.375,0,0,2,0,14,5.8,author;writes
q_463,academic,6,8,15,3,0.500,0.375,0,0,3,0,15,5.8,author;organization;writes
q_464,academic,5,8,15,3,0.600,0.375,0,0,2,0,14,5.9,author;writes
q_465,academic,4,8,15,4,1.000,0.500,1,0,1,1,8,5.8,
q_466,academic,4,8,15,4,1.000,0.500,1,0,1,1,6,5.9,
q_467,academic,5,8,15,5,1.000,0.625,1,0,2,2,8,6.1,
q_468,academic,6,3,15,1,0.167,0.333,0,0,5,0,15,4.9,author;domain;domain_author;domain_publication;organization
q_469,academic,5,8,15,2,0.400,0.250,0,0,3,0,15,5.4,author;organization;writes
q_470,academic,5,3,15,2,0.400,0.667,0,0,4,1,15,4.8,author;organization;writes
q_471,academic,5,3,15,2,0.400,0.667,0,0,4,1,15,4.8,author;organization;writes
q_472,academic,4,3,15,0,0.000,0.000,0,0,4,0,15,5.4,author;domain;domain_author;organization
q_473,academic,3,8,15,3,1.000,0.375,1,0,1,1,5,10.8,
q_474,academic,3,0,15,0,0.000,0.000,0,0,3,0,,0.8,author;publication;writes
q_475,academic,3,0,15,0,0.000,0.000,0,0,3,0,,0.8,author;publication;writes
q_476,academic,4,0,15,0,0.000,0.000,0,0,4,0,,0.9,author;journal;publication;writes
q_477,academic,4,0,15,0,0.000,0.000,0,0,4,0,,0.9,author;journal;publication;writes
q_478,academic,3,0,15,0,0.000,0.000,0,0,3,0,,0.9,author;publication;writes
q_479,academic,4,8,15,4,1.000,0.500,1,0,1,1,6,8.3,
q_480,academic,3,3,15,1,0.333,0.333,0,0,2,0,11,6.1,author;writes
q_481,academic,3,3,15,1,0.333,0.333,0,0,2,0,11,6.9,author;writes
q_482,academic,3,3,15,1,0.333,0.333,0,0,2,0,11,5.3,author;writes
q_483,academic,4,8,15,4,1.000,0.500,1,0,1,1,5,6.5,
q_484,academic,3,3,15,1,0.333,0.333,0,0,2,0,11,5.4,author;writes
q_485,academic,5,8,15,5,1.000,0.625,1,0,2,2,8,7.3,
q_486,academic,4,8,15,4,1.000,0.500,1,0,1,1,6,7.0,
q_487,academic,4,8,15,4,1.000,0.500,1,0,1,1,6,6.4,
q_488,academic,4,8,15,4,1.000,0.500,1,0,1,1,6,6.6,
q_489,academic,4,8,15,4,1.000,0.500,1,0,1,1,6,6.8,
q_490,academic,4,8,15,4,1.000,0.500,1,0,1,1,6,7.4,
q_491,academic,4,8,15,4,1.000,0.500,1,0,1,1,8,6.5,
q_492,academic,5,8,15,3,0.600,0.375,0,0,2,0,14,6.7,author;writes
q_493,academic,4,8,15,3,0.750,0.375,0,0,2,1,15,6.5,organization
q_494,academic,6,8,15,5,0.833,0.625,0,0,3,2,15,6.8,organization
q_495,academic,3,1,15,1,0.333,1.000,0,0,2,0,11,5.5,author;writes
q_496,academic,4,8,15,2,0.500,0.250,0,0,2,0,12,6.3,author;writes
q_497,academic,4,8,15,2,0.500,0.250,0,0,2,0,11,5.4,author;writes
q_498,academic,4,8,15,2,0.500,0.250,0,0,2,0,11,5.4,author;writes
q_499,academic,5,8,15,5,1.000,0.625,1,0,3,3,8,6.2,
q_500,academic,4,8,15,4,1.000,0.500,1,0,2,2,6,6.7,
q_501,academic,4,8,15,4,1.000,0.500,1,0,2,2,6,6.1,
q_502,academic,4,8,15,4,1.000,0.500,1,0,2,2,6,6.0,
q_503,academic,4,8,15,3,0.750,0.375,0,0,1,0,11,6.3,journal
q_504,academic,5,8,15,3,0.600,0.375,0,0,2,0,14,6.3,author;writes
q_505,academic,4,8,15,4,1.000,0.500,1,0,1,1,7,6.6,
q_506,academic,4,8,15,3,0.750,0.375,0,0,2,1,15,6.8,organization
q_507,academic,6,8,15,5,0.833,0.625,0,0,2,1,15,6.7,organization
q_508,imdb,5,8,16,5,1.000,0.625,1,0,2,2,6,9.3,
q_509,imdb,5,6,16,3,0.600,0.500,0,0,2,0,13,7.6,actor;cast
q_510,imdb,5,6,16,3,0.600,0.500,0,0,2,0,13,7.6,actor;cast
q_511,imdb,5,6,16,3,0.600,0.500,0,0,2,0,13,7.3,actor;cast
q_512,imdb,5,6,16,3,0.600,0.500,0,0,2,0,13,7.5,actor;cast
q_513,imdb,5,2,16,1,0.200,0.500,0,0,4,0,11,7.6,directed_by;director;made_by;producer
q_514,imdb,5,7,16,3,0.600,0.429,0,0,3,1,10,8.1,directed_by;director
q_515,imdb,5,6,16,3,0.600,0.500,0,0,2,0,10,7.9,directed_by;director
q_516,imdb,5,8,16,4,0.800,0.500,0,0,3,2,10,8.1,movie
